"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales"
"1266","A Ressha de Ikou DS","DS","2009","Simulation","ArtDink","0","0","0.04","0"
"1267","Project V6","PS","1998","Strategy","General Entertainment","0","0","0.13","0.01"
"1268","Gundam Breaker 2","PSV","2014","Action","Namco Bandai Games","0","0","0.15","0"
"1269","Nights of Azure","PS4","2015","Action","Tecmo Koei","0.03","0.02","0","0.01"
"1270","MX SuperFly featuring Ricky Carmichael","XB","2002","Racing","THQ","0.07","0.02","0","0"
"1271","Marvel vs. Capcom 2: New Age of Heroes","XB","2002","Fighting","Capcom","0.09","0.03","0.01","0"
"1272","Derby Stallion","PS","1997","Sports","ASCII Entertainment","0","0","1.96","0.14"
"1273","EverQuest Online Adventures","PS2","2003","Role-Playing","Sony Online Entertainment","0.21","0.16","0","0.05"
"1274","Star Fox: Assault","GC","2005","Shooter","Nintendo","0.68","0.18","0.19","0.03"
"1275","Conflict: Vietnam","XB","2004","Shooter","SCi","0.17","0.05","0","0.01"
"1276","World Fantasista","PS2","2002","Sports","SquareSoft","0","0","0.05","0"
"1277","Let's Paint","Wii","2010","Simulation","Zoo Games","0.07","0","0","0K"
"1278","Need for Speed: The Run","3DS","2011","Action","Electronic Arts","0.09","0.09","0","0.02"
"1279","Petz Dogz 2","Wii","2007","Simulation","Ubisoft","0.53","0.01","0","0.04"
"1280","DarkStar One","PC","2006","Simulation","Ubisoft","0","0.03","0","0.01"
"1281","Resident Evil 6","PS3","2012","Shooter","Capcom","0.88","0.97","0.88","0.42"
"1282","Hole in the Wall: Deluxe Edition","X360","2011","Misc","Ubisoft","0.1","0","0","0.01"
"1283","God Eater Resurrection","PS4","2015","Action","Namco Bandai Games","0","0","0.08","0"
"1284","Beyond: Two Souls","PS3","2013","Adventure","Sony Computer Entertainment","0.52","0.88","0.06","0.34"
"1285","Lunar 2: Eternal Blue Complete","PS","1999","Role-Playing","Kadokawa Shoten","0.19","0.13","0","0.02"
"1286","Mega Man X Collection","PS2","N/A","Misc","Unknown","0.12","0.09","0","0.03"
"1287","HSX HyperSonic.Xtreme","PS2","2002","Racing","Midas Interactive Entertainment","0.25","0.2","0","0.07"
"1288","EyeToy: Kinetic","PS2","2005","Sports","Sony Computer Entertainment","0.09","0.07","0","0.02"
"1289","WWE SmackDown vs. Raw 2009","X360","2008","Fighting","THQ","0.58","0.26","0","0.08"
"1290","The 7th Guest","PC","1992","Adventure","Virgin Interactive","0.01","0.77","0","0"
"1291","Kokoro Connect: Yochi Random","PSP","2012","Action","Namco Bandai Games","0","0","0.02","0"
"1292","Just Dance 4","WiiU","2012","Misc","Ubisoft","0.22","0.14","0","0.03"
"1293","Your Shape: Fitness Evolved 2013","WiiU","2012","Action","Ubisoft","0.06","0.07","0","0.01"
"1294","Battle of Giants: Dragons","DS","2009","Strategy","Ubisoft","0.31","0.25","0","0.06"
"1295","Remember Me","PS3","2013","Action","Capcom","0.1","0.18","0","0.07"
"1296","Phineas and Ferb Ride Again","DS","2010","Action","Disney Interactive Studios","0.25","0.04","0","0.02"
"1297","Rosco McQueen: Firefighter Extreme","PS","1997","Action","Sony Computer Entertainment","0.05","0.04","0","0.01"
"1298","Kekkon: Marriage","SAT","1995","Adventure","Shogakukan","0","0","0.06","0"
"1299","Imagine Animal Doctor Care Center","DS","2010","Simulation","Ubisoft","0.05","0","0","0"
"1300","Smuggler's Run","GBA","2002","Racing","Rebellion","0.01","0","0","0"
"1301","The Simpsons Game","Wii","2007","Action","Electronic Arts","0.45","0.47","0","0.11"
"1302","Move Fitness","PS3","N/A","Sports","Sony Computer Entertainment","0","0.17","0","0.05"
"1303","Spot Goes to Hollywood","PS","1996","Platform","Virgin Interactive","0.04","0.03","0","0"
"1304","Dungeon Siege: Throne of Agony","PSP","2006","Role-Playing","Take-Two Interactive","0.13","0.02","0","0.02"
"1305","Sherlock Holmes vs. Jack the Ripper","X360","2009","Adventure","Focus Home Interactive","0.11","0.04","0","0.01"
"1306","Hanasaku Manimani","PSV","2014","Adventure","5pb","0","0","0.01","0"
"1307","Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.","GC","2005","Platform","Global Star","0.04","0.01","0","0"
"1308","All Star Tennis 99","N64","1999","Sports","Ubisoft","0.04","0.01","0","0"
"1309","Fireball","2600","1981","Action","Starpath Corp.","0.3","0.02","0","0"
"1310","James Bond 007: Blood Stone","PS3","2010","Shooter","Activision","0.18","0.38","0.02","0.13"
"1311","Gundam Breaker 3","PS4","2016","Action","Namco Bandai Games","0","0","0.09","0"
"1312","Super Mario Advance","GBA","2001","Platform","Nintendo","3.14","1.24","0.91","0.2"
"1313","Gallop Racer 2001","PS2","2001","Sports","Tecmo Koei","0.05","0.04","0.06","0.01"
"1314","All Grown Up!: Game Boy Advance Video Volume 1","GBA","2004","Misc","N/A","0.17","0.06","0","0"
"1315","LittleBigPlanet 3","PS4","2014","Platform","Sony Computer Entertainment","0.64","0.92","0.01","0.29"
"1316","Final Fantasy VII International","PS","1997","Role-Playing","Square","0","0","0.59","0.04"
"1317","Totally Spies! Totally Party","Wii","2008","Misc","Ubisoft","0.09","0.01","0","0.01"
"1318","Where's Waldo? The Fantastic Journey","DS","2009","Adventure","Ubisoft","0.2","0","0","0.02"
"1319","Need for Speed: Most Wanted","X360","2012","Racing","Electronic Arts","0.62","0.8","0.01","0.15"
"1320","Spec Ops: Airborne Commando","PS","2002","Shooter","Take-Two Interactive","1.54","0.46","0","0.08"
"1321","Madden NFL 99","PS","1998","Sports","Electronic Arts","1.66","0.04","0","0.04"
"1322","Conception II: Children of the Seven Stars","3DS","2013","Role-Playing","Screenlife","0.09","0","0.03","0.01"
"1323","Super Famista 5","SNES","1996","Sports","Namco Bandai Games","0","0","0.5","0"
"1324","Dora the Explorer: Journey to the Purple Planet","PS2","2005","Adventure","Global Star","0.12","0.09","0","0.03"
"1325","Hello Kitty Party","DS","2007","Misc","Rising Star Games","0.79","0.53","0","0.13"
"1326","Major League Baseball 2K10","DS","2010","Sports","Take-Two Interactive","0.14","0","0","0.01"
"1327","Monster Jam","Wii","2007","Racing","Activision","0.15","0","0","0.01"
"1328","Kurupoto Cool Cool Stars","DS","2007","Action","Starfish","0.06","0","0","0"
"1329","NFL Street","XB","2004","","Electronic Arts","0.49","0.15","0","0.02"
"1330","The Berenstain Bears and the Spooky Old Tree","GBA","2005","Platform","Namco Bandai Games","0.03","0.01","0","0"
"1331","The Rise of the Argonauts","PC","2008","Role-Playing","Codemasters","0","0.01","0","0"
"1332","Alien: Isolation","PS3","2014","Shooter","Sega","0.12","0.19","0","0.07"
"1333","Code R","SAT","1998","Adventure","Quintet","0","0","0.02","0"
"1334","A-Train: City Simulator","3DS","2014","Simulation","ArtDink","0","0","0.06","0"
"1335","Monster High: New Ghoul in School","PS3","2015","Action","Little Orbit","0","0.06","0","0.01"
"1336","Shadow The Hedgehog","PS2","2005","Platform","Sega","0.5","0.02","0","0.08"
"1337","Lost: Via Domus","PC","2008","Action","Ubisoft","0","0.01","0","0"
"1338","Spider-Man: Web of Shadows","PS3","2008","Action","Activision","0.2","0.04","0","0.03"
"1339","Barbie and the Magic of Pegasus","GBA","2005","Action","Vivendi Games","0.07","0.02","0","0"
"1340","Anno 1701: Dawn of Discovery","DS","2007","Simulation","Touchstone","0.07","0.06","0","0.02"
"1341","J-League Pro Soccer Club o Tsukurou! 6: Pride of J","PSP","2009","Sports","Sega","0","0","0.16","0"
"1342","Worms 4: Mayhem","XB","2005","Strategy","Codemasters","0.03","0.01","0","0"
"1343","Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri","DS","2007","Misc","Tecmo Koei","0","0","0.02","0"
"1344","FIFA Soccer 09","DS","2008","Sports","Electronic Arts","0.12","0.31","0","0.06"
"1345","Silly Bandz: Play The Craze","DS","2010","Puzzle","Deep Silver","0.1","0","0","0.01"
"1346","NBA Street: Showdown","PSP","2005","Sports","Electronic Arts","0.2","0","0","0.02"
"1347","LEGO The Lord of the Rings","3DS","2012","Action","Warner Bros. Interactive Entertainment","0.19","0.17","0","0.03"
"1348","Donkey Kong Land II","GB","1996","Platform","Nintendo","1.39","0.48","0.4","0.08"
"1349","Mega Man Legacy Collection","3DS","2016","Platform","Capcom","0.13","0","0.05","0.02"
"1350","Tales of Legendia","PS2","2005","Role-Playing","Namco Bandai Games","0.07","0.05","0.35","0.02"
"1351","Need for Speed: Shift 2 Unleashed","X360","2011","Racing","Electronic Arts","0.18","0.22","0","0.04"
"1352","Field Commander","PSP","2006","Strategy","Sony Online Entertainment","0.14","0","0","0.01"
"1353","Pro Evolution Soccer 2015","X360","2014","Sports","Konami Digital Entertainment","0.05","0.1","0","0.01"
"1354","Summoner","PS2","2000","Role-Playing","THQ","0.25","0.2","0","0.07"
"1355","World in Conflict: Complete Edition","PC","2009","Strategy","Ubisoft","0","0.03","0","0.01"
"1356","Jojo's Fashion Show: Design in a Dash!","DS","2009","Simulation","Ubisoft","0.04","0","0","0"
"1357","Capcom Classics Collection","XB","2005","Misc","Capcom","0.11","0.03","0","0.01"
"1358","Boing! Docomodake DS","DS","2007","Puzzle","Ignition Entertainment","0.04","0","0","0"
"1359","Shaun White Snowboarding","PS3","2008","Sports","Ubisoft","0.31M","0.24","0.01","0.1"
"1360","Warhawk","PS3","2007","Simulation","Sony Computer Entertainment","490K","0.39","0","0.17"
"1361","7 Wonders of the Ancient World","PSP","2007","Puzzle","Mumbo Jumbo","0.07","0","0","0.01"
"1362","Vitamin X Evolution Plus","PSP","2010","Adventure","D3Publisher","0","0","0.02","0"
"1363","Rally Cross","PS","1997","Racing","Sony Computer Entertainment","0.18","0.12","0","0.02"
"1364","Zillions of Enemy X: Zetsukai no Crusade","PS3","2013","Role-Playing","Nippon Ichi Software","0","0","0.02","0"
"1365","LEGO Star Wars II: The Original Trilogy","PS2","06","Action","LucasArts","1.85","0.64","0.01","0.19"
"1366","Puzzle Quest 2","DS","2010","Puzzle","D3Publisher","0.11","0","0","0.01"
"1367","Medal of Honor: European Assault","XB","2005","Shooter","Electronic Arts","0.32","0.19","0","0.02"
"1368","Bleach: Erabareshi Tamashii","PS2","2005","Adventure","Sony Computer Entertainment","0","0","0.08","0"
"1369","Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases","PSP","2006","Adventure","Namco Bandai Games","0","0","0.05","0"
"1370","NBA 2K","DC","1999","Sports","Sega","0","0","0.05","0"
"1371","Metal Gear Solid V: The Phantom Pain","XOne","2015","Action","Konami Digital Entertainment","0.37","0.26","0.01","0.06"
"1372","PaRappa The Rapper","PSP","2006","Misc","Sony Computer Entertainment","0.1","0","0.02","0.01"
"1373","Mega Man Battle Network 5: Double Team DS (JP sales)","DS","2005","Role-Playing","Nintendo","0","0","0.11","0"
"1374","Battlefield: Bad Company","PS3","2008","Shooter","Electronic Arts","0.76","0.36","0.05","0.18"
"1375","Total War: Rome II","PC","2013","Strategy","Sega","0.12","0.53","0","0.11"
"1376","2 Games in 1: Sonic Pinball Party & Columns Crown","GBA","2005","Misc","Sega","0.04","20K","0","0"
"1377","Doraemon 2: Nobita no Toizurando Daibouken","SNES","1993","Role-Playing","Epoch","0","0","0.05","0"
"1378","Deadly Premonition","X360","2010","Action","Rising Star Games","0.18","0.06","0","0.02"
"1379","Winning Eleven: Pro Evolution Soccer 2007","X360","2006","Sports","Konami Digital Entertainment","0.09","0","0","0.01"
"1380","Sound Novel Tsukuru","SNES","1996","Misc","ASCII Entertainment","0","0","0.08","0"
"1381","Mario Party Advance","GBA","2005","Misc","Nintendo","0.5","0.19","0.28","0.02"
"1382","Fritz Chess","PS3","2009","Strategy","Deep Silver","0","0.03","0","0.01"
"1383","Frogger","2600","1981","Action","Parker Bros.","2.06","0.12","0","0.02"
"1384","SingStar Take That","PS3","2009","Misc","Sony Computer Entertainment","0","0.3","0","0.03"
"1385","Rage Racer","PS","1996","Racing","Sony Computer Entertainment","0.16","0.11","0.83","0.08"
"1386","Hitman 2: Silent Assassin","PS2","2002","Action","Eidos Interactive","1.36","1.15","0.04","0.41"
"1387","Action Bass","PS","2000","Action","Take-Two Interactive","0.64","0.43","0","0.07"
"1388","Street Fighter Collection","PS","1997","Fighting","Capcom","0","0","0.09","0.01"
"1389","Minna no DS Seminar: Kanpeki Kanji Ryoku","DS","2006","Misc","TDK Core","0","0","0.16","0"
"1390","Kill.Switch","PS2","2003","Shooter","Sony Computer Entertainment","0.34","0.27","0","0.09"
"1391","Middle-Earth: Shadow of Mordor","X360","2014","Action","Warner Bros. Interactive Entertainment","0.28","0.21","0","0.05"
"1392","Hidden Invasion","PS2","2001","Shooter","Swing! Entertainment","0.04","0.03","0","0.01"
"1393","Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!","PS2","2002","Sports","Enix Corporation","0","0","0.04","0"
"1394","Dragon Ball Z: The Legacy of Goku II","GBA","2003","Role-Playing","Atari","0.78","0.29","0","0.02"
"1395","Disney's The Emperor's New Groove","PS","2000","Platform","Sony Computer Entertainment","0.17","0.12","0","0.02"
"1396","Winning Post 7 Maximum 2008","PS2","2008","Sports","Tecmo Koei","0","0","0.01","0"
"1397","The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","PS2","2005","Action","Disney Interactive Studios","0.36","0.01","0","0.06"
"1398","Clover no Kuni no Alice: Wonderful Wonder World","PSP","2011","Adventure","Quinrose","0","0","0.02","0"
"1399","Tamagotchi Connection: Corner Shop","DS","2005","Simulation","Atari","0.1","0.02","1.12","0.01"
"1400","Batman: Arkham Origins","X360","2013","Action","Warner Bros. Interactive Entertainment","1.15","0.61","0","0.17"
"1401","Hakuouki: Yuugi Roku DS","DS","2011","Adventure","Idea Factory","0","0","0.02","0"
"1402","International Soccer","2600","1981","Sports","Mattel Interactive","0.18","0.01","0","0"
"1403","Ultimate Puzzle Games","GBA","2005","Puzzle","Telegames","0.01","0","0","0"
"1404","Yaiba: Ninja Gaiden Z","PS3","2014","Action","Tecmo Koei","0.05","0.04","0","0.02"
"1405","Tomoyo After: It's a Wonderful Life CS Edition","PSP","2009","Adventure","Prototype","0","0","0.04","0"
"1406","Sakura Wars","DC","2000","Adventure","Sega","0","0","0.11","0"
"1407","Go Diego Go!: Safari Rescue","PS2","2008","Action","Take-Two Interactive","0.02","0.02","0","0.01"
"1408","Major League Baseball 2K12","X360","2012","Sports","Take-Two Interactive","0.47","0","0","0.03"
"1409","Aquanaut's Holiday: Kakusareta Kiroku","PS3","2008","Adventure","Sony Computer Entertainment","0","0","0.04","0"
"1410","Rogue Warrior","PS3","09","Shooter","Bethesda Softworks","0.11","0.02","0","0.01"
"1411","Saihai no Yukue","DS","2008","Strategy","Tecmo Koei","0","0","0.03","0"
"1412","Atelier Rorona: Alchemist of Arland","PS3","2009","Role-Playing","Nippon Ichi Software","0.22","0.12","0.11","0.05"
"1413","God of War: Ghost of Sparta","PSP","2010","Action","Sony Computer Entertainment","0.41","0.36","0.03","0.21"
"1414","Watch Dogs","PS3","2014","Action","Ubisoft","0.56","0.89","0.1","0.37"
"1415","Steins;Gate","X360","2009","Adventure","5pb","0","0","0.06","0"
"1416","Power Rangers Samurai","DS","2011","Action","Namco Bandai Games","0.27","0.04","0","0.02"
"1417","Ice Age 2: The Meltdown","PS2","2006","Platform","Vivendi Games","0.19","0.15","0","0.05"
"1418","Shutter Island","PC","2009","Adventure","Merscom LLC","0","0.17","0","0.03"
"1419","Sengoku Basara: Sanada Yukimura-Den","PS3","2016","Action","Capcom","0","0","0.02","0"
"1420","Record of Agarest War: Marriage","PSP","2012","Role-Playing","Compile Heart","0","0","0.04","0"
"1421","Barbie as the Princess and the Pauper","GBA","2004","Adventure","Vivendi Games","0.01","0","0","0"
"1422","Capcom vs. SNK 2 EO","GC","2002","Fighting","Capcom","0.09","0.02","0","0"
"1423","Game Party 2","Wii","2008","Misc","Midway Games","1.3","0.44","0","0.17"
"1424","Shadow Hearts: Covenant","PS2","2004","Role-Playing","Midway Games","0.12","0.09","0","0.03"
"1425","WipEout","PS","1995","Action","Psygnosis","0.26","0.18","0","0.03"
"1426","Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu","PS2","2006","Action","D3Publisher","0","0","0.02","0"
"1427","Toy Story Mania!","Wii","2009","Misc","Disney Interactive Studios","1.06","0.67","0","0.18"
"1428","Crazy Taxi","DC","2000","Racing","Sega","1.1","0.51","0.12","0.08"
"1429","Pokemon Art Academy","3DS","2014","Misc","Nintendo","0.18","0.12","0.16","0.03"
"1430","Earth Seeker","Wii","2011","Role-Playing","Kadokawa Shoten","0","0","0.02","0"
"1431","Pop'n Music Portable 2","PSP","2011","Misc","Konami Digital Entertainment","0","0","0.06","0"
"1432","Gegege no Kitarou: Youkai Daigekisen","DS","2008","Action","Namco Bandai Games","0","0","0.06","0"
"1433","Moon Patrol","2600","1982","Shooter","Atari","1.05","0.06","0","0.01"
"1434","Song of the Deep","PC","2016","Action","Insomniac Games","0.02","0","0","0"
"1435","Samurai Warriors Chronicles","3DS","2011","Action","Tecmo Koei","0.12","0.05","0.2","0.01"
"1436","Yokai Watch","3DS","2013","Role-Playing","Nintendo","0.21","0.3","1.33","0.04"
"1437","Super Formation Soccer 94","SNES","1994","Sports","Human Entertainment","0","0","0.37","0"
"1438","Nichibutsu Arcade Classics","SNES","1995","Misc","Nichibutsu","0","0","0.28","0"
"1439","G.I. Joe: The Rise of Cobra","PSP","2009","Action","Electronic Arts","0.11","0.02","0","0.02"
"1440","Tekken Tag Tournament 2","PS3","2012","Fighting","Namco Bandai Games","0.28","0.33","0.13","0.14"
"1441","Star Ocean: Blue Sphere","GB","2001","Role-Playing","Enix Corporation","0","0","0.14","0"
"1442","Major League Baseball 2K12","PS3","2012","Sports","Take-Two Interactive","0.18","0","0","0.01"
"1443","Puzzle Quest: Challenge of the Warlords","PSP","2007","Puzzle","D3Publisher","0.01","0","0","0"
"1444","Madden NFL 2005","GC","2004","Sports","Electronic Arts","0.54","0.14","0","0.02"
"1445","Jinguuji Saburou DS: Akai Chou","DS","2010","Adventure","Arc System Works","0","0","0.02","0"
"1446","Shin Megami Tensei: Persona 3 (jp sales)","PS2","2006","Role-Playing","Tecmo Koei","0","0","0.21","0"
"1447","WCW Nitro","N64","1998","Fighting","THQ","0.17","0.04","0","0"
"1448","JASF: Jane's Advanced Strike Fighters","PS3","2011","Simulation","Deep Silver","0.07","0.03","0","0.02"
"1449","Inazuma Eleven Go 2: Chrono Stone","3DS","2012","Role-Playing","Level 5","0","0.01","0.46","0"
"1450","Warpath: Jurassic Park","PS","1998","Fighting","Electronic Arts","0.15","0.1","0","0.02"
"1451","Crossroad Crisis","PS","2000","Puzzle","Success","0.01","0","0","0"
"1452","Fairytale Fights","X360","2009","Action","Playlogic Game Factory","0.14","0.02","0","0.01"
"1453","Medieval Moves: Deadmund's Quest","PS3","2011","Action","Sony Computer Entertainment","0.13","0.12","0","0.05"
"1454","The X-Factor","PS3","2010","Misc","Deep Silver","0","0.1","0","0.03"
