,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
5181,Mario vs. Donkey Kong: Tipping Stars,WiiU,2015,Puzzle,Nintendo,0.0,0.0,0.01,0.0,0.01
5182,Jikkyou World Soccer 2000 Final Edition,PS2,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.66,0.0,0.66
5183,World of Outlaws: Sprint Cars,X360,2010,Racing,THQ,0.17,0.0,0.0,0.01,0.18000000000000002
5184,Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,2007,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
5185,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,2010,Adventure,Yeti,0.0,0.0,0.03,0.0,0.03
5186,Cheer We Go!,DS,2010,Misc,Natsume,0.04,0.0,0.0,0.0,0.04
5187,Time Crisis: Crisis Zone,PS2,2004,Shooter,Namco Bandai Games,0.11,0.09,0.0,0.03,0.23
5188,Street Fighter Alpha 3 MAX,PSP,2006,Fighting,Capcom,0.27,0.01,0.02,0.03,0.33000000000000007
5189,Dying Light,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.63,0.66,0.11,0.26,1.6600000000000001
5190,Madden NFL 06,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91
5191,Burnout 3: Takedown,XB,2004,Racing,Electronic Arts,0.84,0.43,0.0,0.04,1.31
5192,Dance on Broadway,PS3,2011,Misc,Ubisoft,0.05,0.03,0.0,0.01,0.09
5193,NHL 2000,PS,1998,Sports,Electronic Arts,0.48,0.33,0.0,0.06,0.8700000000000001
5194,Omega Labyrinth,PSV,2015,Role-Playing,D3Publisher,0.0,0.0,0.05,0.0,0.05
5195,Divinity II: The Dragon Knight Saga,X360,2010,Role-Playing,Focus Home Interactive,0.11,0.02,0.0,0.01,0.14
5196,The Cursed Crusade,X360,2011,Action,DTP Entertainment,0.08,0.05,0.0,0.01,0.14
5197,11eyes: CrossOver,X360,2009,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
5198,Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,0.17,0.02,0.0,0.02,0.21
5199,Speed Punks,PS,1998,Racing,Sony Computer Entertainment,0.11,0.08,0.0,0.01,0.2
5200,Red Dead Revolver,PS2,2004,Shooter,Take-Two Interactive,0.71,0.55,0.0,0.19,1.45
5201,Zero4 Champ RR,SNES,1994,Sports,Media Rings,0.0,0.0,0.36,0.0,0.36
5202,PopCap Hits! Vol 2,X360,2011,Misc,Mastertronic,0.0,0.03,0.0,0.0,0.03
5203,The Sims 2: Apartment Pets,DS,2008,Simulation,Electronic Arts,0.32,0.31,0.0,0.07,0.7
5204,Tenchu Z,X360,2006,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.3400000000000001
5205,Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
5206,Family Party: 90 Great Games Party Pack,Wii,2010,Misc,D3Publisher,0.31,0.0,0.0,0.02,0.33
5207,DoDonPachi Daifukkatsu: Black Label,X360,2011,Shooter,Cave,0.0,0.0,0.01,0.0,0.01
5209,The Grim Adventures of Billy & Mandy,Wii,2006,Action,Midway Games,0.04,0.0,0.0,0.0,0.04
5210,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS,2008,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02
5211,Syphon Filter: The Omega Strain,PS2,2004,Shooter,Sony Computer Entertainment,0.37,0.29,0.0,0.1,0.7599999999999999
5212,FIFA 06 Soccer,GC,2005,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14
5213,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03
5214,Mercury Meltdown,PSP,2006,Action,Atari,0.05,0.01,0.0,0.01,0.07
5215,Armored Core: Nexus,PS2,2004,Simulation,Indie Games,0.06,0.05,0.14,0.02,0.27
5216,Go! Go! Hypergrind,GC,2003,Sports,Atlus,0.02,0.01,0.0,0.0,0.03
5217,Farming Simulator 2015,XOne,2015,Simulation,Koch Media,0.1,0.07,0.0,0.02,0.19
5218,Super Power League 2,SNES,1994,Sports,Hudson Soft,0.0,0.0,0.33,0.0,0.33
5219,Dragon Quest IX: Sentinels of the Starry Skies,DS,2009,Role-Playing,Nintendo,0.66,0.69,4.35,0.15,5.85
5220,WWE 2K15,PS4,2014,Sports,Take-Two Interactive,0.38,0.56,0.0,0.19,1.1300000000000001
5221,WWE SmackDown vs. Raw 2010,PS3,2009,Fighting,THQ,0.48,0.49,0.01,0.2,1.18
5222,Extreme-G,N64,1997,Racing,Acclaim Entertainment,0.47,0.11,0.0,0.01,0.59
5223,LEGO Marvel's Avengers,PS3,2016,Action,Warner Bros. Interactive Entertainment,0.1,0.17,0.0,0.05,0.32
5224,Espgaluda II Black Label,X360,2010,Shooter,Cave,0.0,0.0,0.04,0.0,0.04
5225,Samurai Warriors 4,PS4,2014,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24000000000000002
5226,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.3
5227,Winter Sports: The Ultimate Challenge,Wii,2007,Sports,RTL,0.45,0.68,0.0,0.12,1.25
5228,Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010,Action,Neko Entertainment,0.0,0.01,0.0,0.0,0.01
5229,PaRappa The Rapper 2,PS2,2001,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
5230,Are You Smarter than a 5th Grader? Game Time,X360,2009,Puzzle,THQ,0.12,0.0,0.0,0.01,0.13
5232,Frogger: Ancient Shadow,GC,2005,Platform,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05
5233,Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,Action,Ubisoft,0.36,0.45,0.0,0.14,0.9500000000000001
5234,Guild 01,3DS,2012,Action,Level 5,0.0,0.0,0.05,0.0,0.05
5235,Nintendogs and Cats Golden Retriever and New Friends,3DS,2011,Action,Nintendo,0.0,0.01,0.0,0.0,0.01
5236,Superman Returns,DS,2006,Action,Electronic Arts,0.07,0.0,0.0,0.01,0.08
5237,NFL Street 2 Unleashed,PSP,2005,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37
5238,Taiko no Tatsujin: Appare Sandaime,PS2,2003,Misc,Namco Bandai Games,0.0,0.0,0.49,0.0,0.49
5239,Grind Session,PS,2000,Sports,Sony Computer Entertainment,0.24,0.17,0.0,0.03,0.44000000000000006
5240,Iron Man 2,PS3,2010,Action,Sega,0.14,0.19,0.0,0.07,0.4
5241,SD Gundam G Generation 3D,3DS,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16
5242,Child of Eden,X360,2011,Shooter,Ubisoft,0.28,0.12,0.0,0.04,0.44
5243,Duel Masters: Sempai Legends,GBA,2003,Misc,Atari,0.21,0.08,0.0,0.01,0.3
5244,Dishonored,XOne,2015,Action,Bethesda Softworks,0.08,0.05,0.0,0.01,0.14
5245,Band Hero,PS3,2009,Misc,Activision,0.41,0.24,0.0,0.11,0.7599999999999999
5247,Dead or Alive 5,X360,2012,Fighting,Ubisoft Annecy,0.19,0.08,0.03,0.02,0.32000000000000006
5248,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,Ubisoft,0.71,1.02,0.0,0.31,2.04
5249,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28
5250,Dreamfall: The Longest Journey,XB,2006,Adventure,Empire Interactive,0.03,0.01,0.0,0.0,0.04
5251,Suzumiya Haruhi no Gekidou,Wii,2009,Adventure,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07
5252,MySims,Wii,2007,Simulation,Electronic Arts,0.91,0.55,0.04,0.17,1.67
5253,3Xtreme,PS,1999,Action,989 Studios,0.5,0.34,0.0,0.06,0.9000000000000001
5254,Rugby Challenge 3,X360,2016,Sports,Alternative Software,0.0,0.02,0.0,0.0,0.02
5255,Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04
5256,Sports Illustrated for Kids: Football,GBA,2003,Sports,BAM! Entertainment,0.13,0.05,0.0,0.0,0.18
5257,NeverDead,X360,2012,Shooter,Konami Digital Entertainment,0.06,0.03,0.0,0.01,0.09999999999999999
5258,Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,2016,Action,GungHo,0.0,0.0,0.2,0.0,0.2
5259,The Golden Compass,DS,2007,Action,Sega,0.28,0.25,0.0,0.06,0.5900000000000001
5260,Armored Core SL: Silent Line Portable,PSP,2009,Simulation,From Software,0.0,0.0,0.03,0.0,0.03
5261,Star Fox,SNES,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.9899999999999998
5262,Jampack Summer '99,PS,1999,Misc,Sony Computer Entertainment,0.54,0.36,0.0,0.06,0.96
5263,Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PSP,2009,Role-Playing,Gust,0.0,0.0,0.02,0.0,0.02
5264,Thrillville: Off the Rails,Wii,2007,Strategy,LucasArts,0.39,0.02,0.0,0.03,0.44000000000000006
5265,Indianapolis 500 Legends,Wii,2007,Racing,Destineer,0.12,0.0,0.0,0.01,0.13
5266,Victorious Boxers: Revolution,Wii,2007,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14
5267,The Walking Dead: Season One,PS3,2012,Adventure,Avanquest Software,0.4,0.25,0.03,0.11,0.79
5268,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Take-Two Interactive,1.84,0.56,0.0,0.09,2.49
5269,Monster Lab,Wii,2008,Role-Playing,Eidos Interactive,0.28,0.02,0.0,0.02,0.32000000000000006
5270,Custom Robo,GC,2004,Role-Playing,Nintendo,0.29,0.07,0.0,0.01,0.37
5271,Monster High 13 Wishes,3DS,2013,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02
5272,Call of Duty: The War Collection,X360,2010,Shooter,Activision,0.05,0.0,0.0,0.0,0.05
5273,F1 2012,X360,2012,Racing,Codemasters,0.1,0.35,0.0,0.06,0.51
5274,Sky Odyssey,PS2,2000,Simulation,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32
5275,NHL 2003,GC,2002,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13
5276,Madden NFL 2005,XB,2004,Sports,Electronic Arts,1.61,0.03,0.0,0.08,1.7200000000000002
5277,Lagoon,SNES,1991,Role-Playing,Kemco,0.0,0.0,0.05,0.0,0.05
5278,NBA 08,PS2,2007,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
5279,Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,2009,Misc,Take-Two Interactive,0.05,0.04,0.0,0.01,0.09999999999999999
5280,Bomberman,DS,2005,Puzzle,Ubisoft,0.1,0.02,0.03,0.01,0.16000000000000003
5281,VR Soccer '96,PS,1996,Sports,Gremlin Interactive Ltd,0.03,0.02,0.0,0.0,0.05
5282,Call of Duty 2,X360,2005,Shooter,Activision,1.81,0.05,0.01,0.15,2.02
5283,Shockwave Assault,PS,1995,Simulation,Electronic Arts,0.05,0.04,0.0,0.01,0.09999999999999999
5284,Carnival Games: Wild West 3D,3DS,2011,Misc,Take-Two Interactive,0.06,0.02,0.0,0.01,0.09
5285,World Series Baseball,XB,2002,Sports,Sega,0.17,0.05,0.0,0.01,0.23000000000000004
5286,Saints Row IV,XOne,2015,Action,Deep Silver,0.1,0.09,0.0,0.02,0.21
5287,Jackie Chan Adventures: Legend of the Dark Hand,GBA,2001,Action,Activision,0.13,0.05,0.0,0.0,0.18
5288,The Hustle: Detroit Streets,XB,2006,Sports,Activision,0.01,0.0,0.0,0.0,0.01
5289,Madden NFL 13,WiiU,2012,Sports,Electronic Arts,0.22,0.0,0.0,0.02,0.24
5290,Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,Ubisoft,0.52,0.56,0.0,0.17,1.25
5291,Brothers: A Tale of Two Sons,PS4,2015,Adventure,505 Games,0.03,0.08,0.0,0.02,0.13
5292,The Crew: Wild Run,PS4,2015,Action,Ubisoft,0.0,0.08,0.0,0.01,0.09
5293,Mario Party 4,GC,2002,Misc,Nintendo,1.13,0.36,0.92,0.07,2.4799999999999995
5294,Metal Gear Ac!d,PSP,2004,Strategy,Konami Digital Entertainment,0.32,0.26,0.12,0.17,0.8700000000000001
5295,Evil Dead: Fistfull of Boomstick,PS2,2003,Action,THQ,0.19,0.15,0.0,0.05,0.38999999999999996
5296,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06
5297,Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,1.21,0.78,0.01,0.17,2.17
5298,pro evolution soccer 2011,PC,2010,Sports,Konami Digital Entertainment,0.0,0.05,0.0,0.01,0.060000000000000005
5299,Romance of the Three Kingdoms VIII,PS2,2002,Strategy,Tecmo Koei,0.05,0.04,0.19,0.01,0.29000000000000004
5300,Black & Bruised,GC,2003,Fighting,Vivendi Games,0.04,0.01,0.0,0.0,0.05
5301,Tiger Woods PGA Tour 06,X360,2005,Sports,Electronic Arts,0.28,0.0,0.0,0.02,0.30000000000000004
5302,Joint Operations: Combined Arms,PC,2009,Shooter,NovaLogic,0.01,0.0,0.0,0.0,0.01
5303,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014,Adventure,Happinet,0.0,0.0,0.04,0.0,0.04
5304,Fight Night Round 3,PS2,2006,Fighting,Electronic Arts,1.07,0.4,0.0,0.1,1.5700000000000003
5305,Overlord II,PC,2009,Action,Codemasters,0.0,0.03,0.0,0.01,0.04
5306,Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,2006,Misc,Konami Digital Entertainment,0.18,0.03,0.0,0.02,0.22999999999999998
5307,The Godfather (JP sales),X360,2006,Action,Electronic Arts,0.0,0.0,0.01,0.0,0.01
5308,Enter the Matrix,XB,2003,Action,Atari,0.72,0.43,0.01,0.04,1.2
5309,Whiteout,PS2,2002,Racing,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02
5311,Brothers Conflict: Precious Baby,PSV,2017,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
5312,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17
5313,Dragon Quest I & II,SNES,1993,Role-Playing,Enix Corporation,0.0,0.0,1.15,0.0,1.15
5314,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015,Simulation,FuRyu,0.0,0.0,0.03,0.0,0.03
5315,Top Spin,XB,2003,Sports,Microsoft Game Studios,0.36,0.08,0.0,0.02,0.46
5316,Yoshi's Island DS,DS,2006,Platform,Nintendo,1.47,0.07,1.1,0.15,2.79
5317,Tiger Woods PGA Tour 2004,XB,2003,Sports,Electronic Arts,0.47,0.13,0.0,0.02,0.62
5318,Need for Speed Underground 2,GBA,2004,Racing,Electronic Arts,0.31,0.12,0.0,0.01,0.44
5319,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.53
5320,Knights in the Nightmare: DHE Series Special Pack,DS,2008,Role-Playing,Sting,0.0,0.0,0.01,0.0,0.01
5321,E.T.: The Extra Terrestrial,2600,1981,Action,Atari,1.84,0.11,0.0,0.02,1.9700000000000002
5322,Speed Kings,PS2,2003,Racing,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.09999999999999999
5323,Free Running,Wii,2009,Sports,Reef Entertainment,0.02,0.02,0.0,0.0,0.04
5324,Star Wars: Demolition,PS,2000,Racing,Activision,0.25,0.17,0.0,0.03,0.45000000000000007
5325,Jikkyou Powerful Pro Yakyuu 2014,PSV,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
5326,Aqua Panic!,DS,2009,Puzzle,Neko Entertainment,0.01,0.01,0.0,0.0,0.02
5327,CSI: Fatal Conspiracy,PS3,2010,Adventure,Ubisoft,0.11,0.05,0.0,0.02,0.18
5328,Super Robot Taisen MX,PS2,2004,Strategy,Banpresto,0.0,0.0,0.5,0.0,0.5
5329,Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,PSP,2010,Shooter,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5330,Tom Clancy's Splinter Cell 3D,3DS,2011,Action,Ubisoft,0.14,0.07,0.07,0.02,0.30000000000000004
5331,Drakan: The Ancients' Gates,PS2,2002,Adventure,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26
5332,FIFA 14,PSV,2013,Sports,Electronic Arts,0.11,0.25,0.01,0.13,0.5
5333,Pursuit Force,PSP,2005,Racing,Sony Computer Entertainment,0.14,0.01,0.0,0.02,0.17
5334,F1 2016 (Codemasters),PS4,2016,Racing,Codemasters,0.01,0.21,0.01,0.04,0.27
5335,Blood of Bahamut,DS,2009,Role-Playing,Square Enix,0.0,0.0,0.09,0.0,0.09
5336,MotoGP,XB,2002,Racing,THQ,0.07,0.02,0.0,0.0,0.09000000000000001
5337,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,2009,Role-Playing,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
5338,Stuntman: Ignition,PS2,2007,Racing,THQ,0.13,0.1,0.0,0.03,0.26
5339,Tom Clancy's Splinter Cell: Double Agent,Wii,2006,Action,Ubisoft,0.1,0.01,0.0,0.01,0.12
5340,F-1 Grand Prix,SNES,1992,Racing,Video System,0.0,0.0,0.28,0.0,0.28
5341,Grand Theft Auto: Vice City,PS2,2002,Action,Take-Two Interactive,8.41,5.49,0.47,1.78,16.150000000000002
5342,Cars,Wii,2006,Racing,THQ,0.83,0.04,0.0,0.07,0.94
5343,inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,1.27,0.97,0.07,0.47,2.7800000000000002
5344,Daikaijyuu Monogatari,SNES,1994,Role-Playing,Hudson Soft,0.0,0.0,0.3,0.0,0.3
5345,Who Wants to Be A Millionaire?,X360,2011,Misc,Ubisoft,0.09,0.0,0.0,0.01,0.09999999999999999
5346,ArmA II,PC,2009,Shooter,505 Games,0.0,0.12,0.0,0.03,0.15
5347,Cabela's Big Game Hunter 2010,Wii,2009,Sports,Activision Value,1.58,0.0,0.0,0.12,1.7000000000000002
5348,Shinkyoku Soukai Polyphonica,PS2,2007,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
5349,Rinne no Lagrange: Kamogawa Days,PS3,2012,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
5350,Teen Titans,PS2,2006,Action,THQ,0.12,0.1,0.0,0.03,0.25
5351,Pop'n Music 12 Iroha,PS2,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
5352,IGT Slots: Lucky Larry's Lobstermania,PC,2011,Simulation,Masque Publishing,0.01,0.0,0.0,0.0,0.01
5353,Desire,SAT,1997,Adventure,Imadio,0.0,0.0,0.14,0.0,0.14
5354,Indigo Prophecy,PC,2005,Adventure,Atari,0.0,0.02,0.0,0.0,0.02
5355,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,2011,Strategy,Konami Digital Entertainment,0.1,0.03,0.07,0.01,0.21000000000000002
5356,Drakensang: The Dark Eye,PC,2009,Role-Playing,Eidos Interactive,0.01,0.0,0.0,0.0,0.01
5357,Painkiller: Hell & Damnation,X360,2013,Shooter,Nordic Games,0.0,0.01,0.0,0.0,0.01
5358,Rainbow Islands Revolution,DS,2005,Platform,Rising Star Games,0.01,0.0,0.0,0.0,0.01
5359,Despicable Me: The Game,PSP,2010,Platform,D3Publisher,0.05,0.08,0.0,0.04,0.17
5360,Super Hero Generation,PS3,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
5361,Otometeki Koi Kakumei * Love Revo!! DS,DS,2008,Adventure,GungHo,0.0,0.0,0.02,0.0,0.02
5362,Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,0.49,0.26,0.16,0.08,0.99
5363,Elements of Destruction,DS,2007,Strategy,THQ,0.07,0.0,0.0,0.01,0.08
5364,Bolt,DS,2008,Adventure,Disney Interactive Studios,0.35,0.21,0.0,0.06,0.6199999999999999
5365,Burnout,PS2,2001,Racing,Acclaim Entertainment,0.36,0.28,0.0,0.1,0.74
5366,Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12
5367,Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games,0.01,0.0,0.0,0.0,0.01
5368,Disney's Tarzan Untamed,GC,2001,Platform,Ubisoft,0.14,0.04,0.0,0.0,0.18000000000000002
5369,Dancing with the Stars: We Dance!,DS,2008,Misc,Activision,0.36,0.0,0.0,0.03,0.39
5370,Monster Hunter Tri,WiiU,2012,Role-Playing,Nintendo,0.26,0.19,0.22,0.04,0.7100000000000001
5371,Gunship,PS,1996,Simulation,Microprose,0.15,0.1,0.0,0.02,0.27
5372,Tantei Jinguuji Saburo: Hai to Diamond,PSP,2009,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01
5373,Sonic Rivals,PSP,2006,Racing,Sega,0.73,0.42,0.0,0.28,1.43
5374,WinBack 2: Project Poseidon,PS2,2006,Shooter,Tecmo Koei,0.01,0.01,0.0,0.0,0.02
5375,Resident Evil 5,X360,2009,Action,Capcom,2.11,0.94,0.12,0.34,3.51
5376,Igor: The Game,Wii,2008,Adventure,CDV Software Entertainment,0.09,0.0,0.0,0.01,0.09999999999999999
5377,Star Wars: Republic Commando,XB,2005,Shooter,Activision,0.48,0.17,0.0,0.02,0.67
5378,Castlevania: Harmony of Dissonance,GBA,2002,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0.0,0.26
5379,Medal of Honor,PS,1998,Shooter,Electronic Arts,1.44,1.09,0.0,0.14,2.6700000000000004
5380,Tempest 3X,PS,1995,Shooter,Interplay,0.04,0.03,0.0,0.01,0.08
5381,Cy Girls,PS2,2004,Action,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
5382,Super Collapse! II,GBA,2004,Puzzle,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03
5383,Stormrise,PC,2009,Strategy,Sega,0.0,0.02,0.0,0.0,0.02
5384,7th Dragon 2020,PSP,2011,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2
5385,Bratz: Super Babyz,DS,2008,Action,THQ,0.26,0.0,0.0,0.02,0.28
5386,Akatsuki no Goei Trinity,PSP,2012,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
5387,El Tigre: The Adventures of Manny Rivera,DS,2007,Platform,THQ,0.08,0.0,0.0,0.01,0.09
5389,The Ant Bully,Wii,2006,Platform,Midway Games,0.08,0.0,0.0,0.01,0.09
5390,Worms 2,PC,1997,Strategy,Microprose,0.0,0.01,0.0,0.0,0.01
5391,Jampack Fall 2001,PS,2001,Misc,Sony Computer Entertainment,0.33,0.22,0.0,0.04,0.5900000000000001
5392,Murdered: Soul Suspect,PS4,2014,Action,Square Enix,0.09,0.16,0.02,0.05,0.32
5393,Black * Rock Shooter: The Game,PSP,2011,Role-Playing,Unknown,0.0,0.0,0.15,0.0,0.15
5394,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76
5395,Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,0.0,0.09,0.0,0.02,0.11
5396,Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,2016,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
5397,Grand Theft Auto III,PC,2002,Action,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01
5398,Metal Gear Solid: The Essential Collection,PS2,2007,Adventure,Konami Digital Entertainment,0.23,0.18,0.0,0.06,0.47000000000000003
5399,Marginal #4: Idol of Supernova,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
5400,Monkey Island: Special Edition Collection,PS3,2011,Adventure,Activision,0.0,0.08,0.0,0.03,0.11
5401,Risk: Global Domination,PS2,2003,Strategy,Atari,0.19,0.15,0.0,0.05,0.38999999999999996
5402,Kinnikuman Muscle Grand Prix Max 2: Tokumori,PS2,2008,Fighting,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
5403,Valentino Rossi: The Game,PC,2016,Racing,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
5404,Midnight Club: Street Racing,GBA,2001,Racing,Rebellion,0.34,0.13,0.0,0.01,0.48000000000000004
5405,Winning Post 4,PS,1999,Sports,Tecmo Koei,0.0,0.0,0.14,0.01,0.15000000000000002
5406,The Amazing Spider-Man 2 (2014),PS4,2014,Action,Activision,0.2,0.25,0.02,0.09,0.56
5407,Derby Tsuku: Derby Uma o Tsukurou!,DC,2000,Sports,Sega,0.0,0.0,0.08,0.0,0.08
5408,Dave Mirra Freestyle BMX 2,XB,2001,Sports,Acclaim Entertainment,0.15,0.04,0.0,0.01,0.2
5409,Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,Square Enix,0.31,0.22,0.45,0.12,1.1
5410,Dragon Ball Z: Burst Limit,PS3,2008,Fighting,Atari,0.22,0.34,0.18,0.12,0.86
5411,Star Wars Rogue Squadron III: Rebel Strike,GC,2003,Simulation,LucasArts,0.62,0.16,0.0,0.02,0.8
5412,One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
5413,Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03
5414,City Crisis,PS2,2001,Simulation,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13
5415,Disney Sing It,Wii,2008,Misc,Disney Interactive Studios,0.77,0.31,0.0,0.12,1.2000000000000002
5416,Assassin's Creed IV: Black Flag,WiiU,2013,Action,Ubisoft,0.18,0.09,0.0,0.03,0.30000000000000004
5417,R.C. Pro-Am,NES,1988,Racing,Nintendo,1.47,0.38,0.19,0.1,2.14
5418,The ICO & Shadow of the Colossus Collection,PS3,2011,Adventure,Sony Computer Entertainment,0.67,0.37,0.13,0.17,1.3399999999999999
5419,Tetris Attack,SNES,1995,Puzzle,Nintendo,0.0,0.0,0.15,0.0,0.15
5420,Fracture,PS3,2008,Shooter,LucasArts,0.11,0.04,0.0,0.02,0.16999999999999998
5421,Jewel Master: Cradle Of Rome 2,PC,2011,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.05
5422,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,2010,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
5423,PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,Namco Bandai Games,0.04,0.01,0.0,0.0,0.05
5424,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0.0,0.0,0.0,0.03
5425,Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,PS2,2007,Fighting,Capcom,0.0,0.0,0.01,0.0,0.01
5426,Star Wars Battlefront: Elite Squadron,DS,2009,Shooter,LucasArts,0.44,0.04,0.0,0.04,0.52
5427,Tiger Woods PGA Tour 12: The Masters,PS3,2011,Sports,Electronic Arts,0.52,0.26,0.0,0.12,0.9
